,user_id,grid_num,score_dif,time_constraint,in_distrib,time_x_distrib,push,time_x_push
2850,167,305,0,0.5,0.5,0.25,0.0,0.0
2851,154,405,0,0.5,0.5,0.25,0.0,0.0
2852,168,301,0,0.5,0.5,0.25,0.0,0.0
2853,166,304,0,0.5,0.5,0.25,0.0,0.0
2854,167,201,0,0.5,-0.5,-0.25,-0.5,-0.25
2855,159,203,0,0.5,-0.5,-0.25,-0.5,-0.25
2856,154,406,0,0.5,0.5,0.25,0.0,0.0
2857,168,101,0,0.5,-0.5,-0.25,0.5,0.25
2858,167,401,0,0.5,0.5,0.25,0.0,0.0
2859,166,207,0,0.5,-0.5,-0.25,-0.5,-0.25
2860,167,207,0,0.5,-0.5,-0.25,-0.5,-0.25
2861,159,303,0,0.5,0.5,0.25,0.0,0.0
2862,167,306,0,0.5,0.5,0.25,0.0,0.0
2863,168,104,0,0.5,-0.5,-0.25,0.5,0.25
2864,159,405,0,0.5,0.5,0.25,0.0,0.0
2865,144,406,-1,0.5,0.5,0.25,0.0,0.0
2866,166,302,0,0.5,0.5,0.25,0.0,0.0
2867,167,406,0,0.5,0.5,0.25,0.0,0.0
2868,168,201,0,0.5,-0.5,-0.25,-0.5,-0.25
2869,144,404,-1,0.5,0.5,0.25,0.0,0.0
